frame,hip_x,hip_y,hip_z,hip_parent,hip_abdomen,hip_lButtock,hip_rButtock,abdomen_x,abdomen_y,abdomen_z,abdomen_parent,abdomen_chest,chest_x,chest_y,chest_z,chest_parent,chest_lCollar,chest_neck,chest_rCollar,neck_x,neck_y,neck_z,neck_parent,neck_neck1,neck1_x,neck1_y,neck1_z,neck1_parent,neck1_head,head_x,head_y,head_z,head_parent,rCollar_x,rCollar_y,rCollar_z,rCollar_parent,rCollar_rShldr,rShldr_x,rShldr_y,rShldr_z,rShldr_parent,rShldr_rForeArm,rForeArm_x,rForeArm_y,rForeArm_z,rForeArm_parent,rForeArm_rHand,rHand_x,rHand_y,rHand_z,rHand_parent,lCollar_x,lCollar_y,lCollar_z,lCollar_parent,lCollar_lShldr,lShldr_x,lShldr_y,lShldr_z,lShldr_parent,lShldr_lForeArm,lForeArm_x,lForeArm_y,lForeArm_z,lForeArm_parent,lForeArm_lHand,lHand_x,lHand_y,lHand_z,lHand_parent,rButtock_x,rButtock_y,rButtock_z,rButtock_parent,rButtock_rThigh,rThigh_x,rThigh_y,rThigh_z,rThigh_parent,rThigh_rShin,rShin_x,rShin_y,rShin_z,rShin_parent,rShin_rFoot,rFoot_x,rFoot_y,rFoot_z,rFoot_parent,lButtock_x,lButtock_y,lButtock_z,lButtock_parent,lButtock_lThigh,lThigh_x,lThigh_y,lThigh_z,lThigh_parent,lThigh_lShin,lShin_x,lShin_y,lShin_z,lShin_parent,lShin_lFoot,lFoot_x,lFoot_y,lFoot_z,lFoot_parent,
20,25.5796,48.3034,14.1645,0,118.889,81.7111,139.752,0,0,0,118.889,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,4.492,3.4861,-0.8125,3.26225,26.5309,0,0,0,26.5309,0,-23.7587,8.3795,0.7184,0,0,0,0,14.0707,96.6539,15.2761,-20.7324,71.804,96.6539,63.594,-18.353,46.5652,-29.2969,63.594,60.8258,-5.1001,-2.3656,-3.8071,60.8258,0,0,0,14.0707,96.6539,7.3435,4.853,-57.8171,96.6539,49.9497,-45.2864,3.6818,-8.3855,49.9497,9.9766,-11.6585,2.035,5.2156,9.9766,0,0,0,139.752,111.594,-3.0548,-10.9584,-9.6109,111.594,56.914,0.4357,0,-4.9022,56.914,8.9722,-8.7109,0,-4.5564,8.9722,0,0,0,81.7111,111.594,-50.3924,-5.0271,7.8182,111.594,103.852,41.6762,0,9.9723,103.852,49.8453,-9.9792,0,3.1515,49.8453,
21,26.0288,46.5933,14.4247,0,119.647,83.0284,138.77,0,0,0,119.647,0.359365,0,0,0,0.359365,14.0707,3.26225,14.0707,4.4101,2.1905,-1.484,3.26225,26.4889,0,0,0,26.4889,0,-23.9015,7.671,1.8757,0,0,0,0,14.0707,96.6539,15.8702,-22.5963,72.0933,96.6539,63.8653,-19.3917,48.884,-31.2687,63.8653,64.4172,-5.0892,-2.3732,-3.8273,64.4172,0,0,0,14.0707,96.6539,4.1533,-2.2203,-56.2777,96.6539,47.5621,-37.4132,-4.0021,-13.4766,47.5621,8.6479,-11.887,2.1029,5.2191,8.6479,0,0,0,138.77,111.594,-3.8915,-10.208,-9.9936,111.594,57.7932,0.8554,0,-6.6453,57.7932,10.2088,-8.7119,0,-4.5563,10.2088,0,0,0,83.0284,111.594,-51.3609,-4.3709,5.7653,111.594,104.727,39.9169,0,9.9772,104.727,48.1282,-9.9792,0,3.1518,48.1282,
22,26.518,45.1547,14.2762,0,120.419,83.9813,138.232,0,0,0,120.419,0.360452,0,0,0,0.360452,14.0707,3.26231,14.0707,4.1794,1.5087,-1.4505,3.26231,26.2478,0,0,0,26.2478,0,-24.0212,6.7105,1.3404,0,0,0,0,14.0707,96.6539,17.0861,-24.6924,72.0752,96.6539,63.6551,-17.6917,50.7473,-32.4532,63.6551,65.8774,-5.2397,-2.4068,-3.8206,65.8774,0,0,0,14.0707,96.6539,21.8533,-19.3387,-54.1306,96.6539,51.8723,-20.7674,-33.3234,-13.9827,51.8723,28.3943,-12.0636,2.1287,5.1932,28.3943,0,0,0,138.232,111.594,-3.7208,-9.5863,-10.0896,111.594,57.6368,1.362,0,-7.0247,57.6368,10.8385,-8.7058,0,-4.5563,10.8385,0,0,0,83.9813,111.594,-50.85,-4.298,4.1633,111.594,104.165,38.4838,0,9.9882,104.165,46.7322,-9.9792,0,3.1516,46.7322,
23,27.351,43.3409,13.988,0,121.62,85.2313,137.657,0,0,0,121.62,0.360994,0,0,0,0.360994,14.0707,3.26237,14.0707,4.0032,2.2708,-0.4927,3.26237,26.023,0,0,0,26.023,0,-23.9459,5.8214,-0.8109,0,0,0,0,14.0707,96.6539,18.0616,-25.9749,70.6153,96.6539,62.2301,-16.3152,51.9059,-32.6145,62.2301,66.2344,-5.4011,-2.4448,-3.8093,66.2344,0,0,0,14.0707,96.6539,43.9604,-38.6578,-47.9238,96.6539,65.9502,-7.4626,-64.2725,-9.1982,65.9502,60.964,-12.1393,2.1487,5.1699,60.964,0,0,0,137.657,111.594,-3.3847,-8.5485,-9.9968,111.594,57.2921,1.0828,0,-7.2973,57.2921,10.7676,-8.7075,0,-4.5564,10.7676,0,0,0,85.2313,111.594,-48.8202,-4.9731,5.0455,111.594,102.163,38.0163,0,9.9296,102.163,46.2679,-9.9792,0,3.1515,46.2679,
24,27.6427,41.8396,14.0087,0,122.41,86.0588,137.258,0,0,0,122.41,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,4.0365,3.0034,0.7155,3.26219,26.0212,0,0,0,26.0212,0,-23.987,4.4883,-2.3318,0,0,0,0,14.0707,96.6539,17.166,-26.4529,68.079,96.6539,60.6325,-17.1213,51.5481,-32.3013,60.6325,66.146,-5.324,-2.4497,-3.879,66.146,0,0,0,14.0707,96.6539,52.9881,-50.6675,-38.6582,96.6539,70.7916,-1.9787,-80.8487,-10.9567,70.7916,77.9684,-12.3793,2.5033,5.2602,77.9684,0,0,0,137.258,111.594,-3.3234,-8.7944,-9.8548,111.594,57.2131,0.6119,0,-6.9381,57.2131,10.1778,-8.7115,0,-4.5564,10.1778,0,0,0,86.0588,111.594,-46.2749,-5.8943,7.065,111.594,99.7066,39.4872,0,9.833,99.7066,47.6888,-9.9792,0,3.1516,47.6888,
25,26.8843,41.2173,14.142,0,122.261,85.8569,137.39,0,0,0,122.261,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,4.1758,2.6415,1.3677,3.26225,26.1712,0,0,0,26.1712,0,-24.1356,2.7832,-2.3734,0,0,0,0,14.0707,96.6539,12.8731,-25.91,65.617,96.6539,60.27,-18.8098,48.3076,-32.175,60.27,64.2938,-4.8805,-2.4094,-4.0107,64.2938,0,0,0,14.0707,96.6539,50.8307,-50.8706,-36.4045,96.6539,68.2858,3.2393,-84.7198,-19.4363,68.2858,83.1666,-12.7774,3.0814,5.4281,83.1666,0,0,0,137.39,111.594,-3.5048,-9.7502,-9.8484,111.594,57.3916,0.6632,0,-6.4587,57.3916,9.94615,-8.7116,0,-4.5564,9.94615,0,0,0,85.8569,111.594,-43.9155,-6.743,8.1223,111.594,97.4106,41.3127,0,9.3872,97.4106,49.4155,-9.9792,0,3.1516,49.4155,
26,26.1331,40.6334,13.8763,0,122.133,85.5382,137.677,0,0,0,122.133,0.359909,0,0,0,0.359909,14.0707,3.26213,14.0707,4.4932,2.1038,1.0046,3.26213,26.4917,0,0,0,26.4917,0,-24.1678,3.3789,-1.1805,0,0,0,0,14.0707,96.6539,7.778,-24.3874,64.5278,96.6539,60.8355,-20.6469,43.7802,-30.2946,60.8355,60.2225,-4.3518,-2.3693,-4.0298,60.2225,0,0,0,14.0707,96.6539,48.2988,-46.3501,-37.784,96.6539,64.7127,6.8617,-85.4405,-20.0893,64.7127,84.95,-12.8435,3.1513,5.4549,84.95,0,0,0,137.677,111.594,-3.6567,-9.8138,-9.9394,111.594,57.5537,0.9871,0,-6.6779,57.5537,10.3358,-8.7092,0,-4.5564,10.3358,0,0,0,85.5382,111.594,-42.9968,-5.6133,7.2945,111.594,96.4515,41.9521,0,7.7894,96.4515,49.8684,-9.9792,0,3.1516,49.8684,
27,26.0544,39.7348,12.9399,0,122.589,85.5679,137.987,0,0,0,122.589,0.360994,0,0,0,0.360994,14.0707,3.26225,14.0707,4.9147,1.4179,-0.3071,3.26225,26.9267,0,0,0,26.9267,0,-23.9918,6.3234,1.306,0,0,0,0,14.0707,96.6539,5.0868,-22.5916,64.847,96.6539,61.4071,-23.5012,40.5741,-27.7835,61.4071,56.9238,-3.988,-2.3613,-3.952,56.9238,0,0,0,14.0707,96.6539,49.8573,-46.0323,-35.5046,96.6539,62.8483,5.0035,-88.0741,-7.0997,62.8483,85.6852,-12.5151,2.7789,5.3653,85.6852,0,0,0,137.987,111.594,-3.5671,-9.2434,-9.9753,111.594,57.4699,1.0946,0,-7.0168,57.4699,10.6147,-8.7079,0,-4.5564,10.6147,0,0,0,85.5679,111.594,-44.549,-2.9027,5.2286,111.594,97.9108,42.7099,0,5.8792,97.9108,50.4632,-9.9792,0,3.1516,50.4632,
28,26.4595,38.7207,11.5407,0,123.408,85.7986,138.318,0,0,0,123.408,0.360452,0,0,0,0.360452,14.0707,3.26231,14.0707,6.2122,1.0376,-1.5092,3.26231,28.2735,0,0,0,28.2735,0,-23.8467,8.7827,6.7821,0,0,0,0,14.0707,96.6539,3.6695,-22.9494,66.8761,96.6539,63.7179,-24.2508,38.8454,-26.7481,63.7179,54.9996,-3.8364,-2.3581,-3.9244,54.9996,0,0,0,14.0707,96.6539,51.7888,-41.5652,-36.0878,96.6539,59.9619,-1.2769,-89.3487,11.0329,59.9619,87.0307,-12.1551,2.4316,5.3097,87.0307,0,0,0,138.318,111.594,-3.432,-8.9378,-9.9302,111.594,57.3303,0.902,0,-7.0308,57.3303,10.4662,-8.7092,0,-4.5564,10.4662,0,0,0,85.7986,111.594,-46.8911,-0.9731,4.2453,111.594,100.219,44.2835,0,4.743,100.219,51.9642,-9.9792,0,3.1516,51.9642,
29,26.5771,38.0015,10.317,0,123.754,85.724,138.666,0,0,0,123.754,0.359365,0,0,0,0.359365,14.0707,3.26219,14.0707,7.9468,1.0679,-2.2947,3.26219,30.0604,0,0,0,30.0604,0,-23.9682,9.6318,13.1667,0,0,0,0,14.0707,96.6539,3.9175,-16.0298,63.1511,96.6539,58.0732,-22.7315,41.5732,-24.9914,58.0732,55.4599,-5.7275,-2.9295,-4.0717,55.4599,0,0,0,14.0707,96.6539,51.0337,-32.7497,-40.2856,96.6539,56.1015,-9.6963,-88.5054,25.9962,56.1015,90.9668,-12.4619,3.2549,5.4805,90.9668,0,0,0,138.666,111.594,-3.4401,-9.2299,-9.8837,111.594,57.3323,0.7499,0,-6.7877,57.3323,10.2025,-8.7107,0,-4.5564,10.2025,0,0,0,85.724,111.594,-47.1776,-0.2307,5.0043,111.594,100.531,44.8517,0,3.1079,100.531,52.4749,-9.9792,0,3.1516,52.4749,
30,25.9148,38.8359,9.7707,0,122.855,84.1744,139.894,0,0,0,122.855,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,7.5239,0.7637,-2.3469,3.26219,29.6372,0,0,0,29.6372,0,-23.9449,8.7003,12.1546,0,0,0,0,14.0707,96.6539,9.7277,9.3326,45.1802,96.6539,37.3603,-25.7683,51.3915,-22.726,37.3603,63.502,-11.7174,-4.6536,-4.4022,63.502,0,0,0,14.0707,96.6539,50.6215,-37.232,-42.3505,96.6539,61.7264,-16.3545,-86.7118,34.6354,61.7264,95.0424,-13.6857,5.7082,5.9997,95.0424,0,0,0,139.894,111.594,-3.539,-9.5639,-9.8985,111.594,57.432,0.8269,0,-6.6797,57.432,10.2045,-8.7103,0,-4.5564,10.2045,0,0,0,84.1744,111.594,-46.2428,0.2868,5.1971,111.594,99.6057,43.5588,0,1.1941,99.6057,51.1646,-9.9792,0,3.1516,51.1646,
31,25.0355,41.2821,9.7744,0,121.253,81.2837,142.233,0,0,0,121.253,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,5.4509,0.8911,-1.3515,3.26225,27.5024,0,0,0,27.5024,0,-23.8067,8.2749,5.7881,0,0,0,0,14.0707,96.6539,16.3553,39.37,23.1014,96.6539,37.691,-33.0259,62.5632,-22.9449,37.691,76.2791,-17.4809,-6.1341,-4.714,76.2791,0,0,0,14.0707,96.6539,51.8016,-52.9982,-46.925,96.6539,79.8762,-20.8735,-85.8498,34.5257,79.8762,96.9806,-14.8642,8.1286,6.6324,96.9806,0,0,0,142.233,111.594,-3.6631,-9.5318,-9.948,111.594,57.5614,0.825,0,-7.2615,57.5614,10.5402,-8.7096,0,-4.5564,10.5402,0,0,0,81.2837,111.594,-45.6166,0.8537,3.5773,111.594,98.928,42.4973,0,0.7635,98.928,50.1061,-9.9792,0,3.1516,50.1061,
32,22.4157,45.344,9.3249,0,118.006,76.5489,145.455,0,0,0,118.006,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,3.7303,1.031,-0.729,3.26225,25.7554,0,0,0,25.7554,0,-24.1192,8.2654,2.3692,0,0,0,0,14.0707,96.6539,15.8866,57.6373,17.0034,96.6539,51.8424,-33.7788,69.3843,-23.9775,51.8424,83.4854,-17.6781,-5.8695,-4.8753,83.4854,0,0,0,14.0707,96.6539,46.365,-68.3403,-52.2669,96.6539,95.109,-21.4278,-83.0644,28.4617,95.109,92.7169,-15.6355,9.6296,7.0664,92.7169,0,0,0,145.455,111.594,-2.366,-9.3907,-8.7304,111.594,56.1266,1.1979,0,-8.6147,56.1266,11.6773,-8.71,0,-4.5564,11.6773,0,0,0,76.5489,111.594,-42.2491,1.0167,2.1825,111.594,95.5313,42.0408,0,1.2187,95.5313,49.6469,-9.9792,0,3.1516,49.6469,
33,16.0851,51.8408,7.8409,0,112.011,68.8871,149.351,0,0,0,112.011,0.359909,0,0,0,0.359909,14.0707,3.26213,14.0707,4.0188,0.848,-1.7463,3.26213,26.0987,0,0,0,26.0987,0,-22.0205,6.579,6.3661,0,0,0,0,14.0707,96.6539,12.2111,68.507,25.5757,96.6539,64.9406,-24.9518,66.7842,-19.9287,64.9406,75.5709,-14.509,-4.6926,-4.6533,75.5709,0,0,0,14.0707,96.6539,32.4607,-73.8262,-42.2628,96.6539,85.9174,-17.5551,-80.0345,25.5576,85.9174,87.1397,-14.3167,9.1601,6.4818,87.1397,0,0,0,149.351,111.594,-4.3533,-8.9012,-2.6961,111.594,57.655,6.5363,0,-8.423,57.655,15.9745,-8.159,0,-5.2116,15.9745,0,0,0,68.8871,111.594,-30.5018,0.7935,0.0194,111.594,83.765,36.7527,0,-0.185,83.765,44.3791,-9.9824,0,3.8622,44.3791,
34,10.9846,57.5618,6.9767,0,107.681,62.665,152.279,0,0,0,107.681,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,6.973,1.4672,-3.9095,3.26225,29.2861,0,0,0,29.2861,0,-16.5324,4.7679,16.973,0,0,0,0,14.0707,96.6539,11.5819,79.9874,28.7607,96.6539,76.676,-17.0963,57.053,-12.0739,76.676,60.216,-12.2774,-3.8959,-3.959,60.216,0,0,0,14.0707,96.6539,21.3134,-69.2863,-26.1571,96.6539,68.4339,-15.5944,-79.6237,25.9984,68.4339,86.0206,-9.448,6.329,4.5996,86.0206,0,0,0,152.279,111.594,-11.8655,-7.6243,6.3813,111.594,65.3414,13.8797,0,-6.6253,65.3414,22.1902,-7.2655,0,-6.2732,22.1902,0,0,0,62.665,111.594,-15.7707,-0.5828,-5.923,111.594,69.227,27.4904,0,-2.1971,69.227,35.2372,-9.9909,0,4.99,35.2372,
35,10.8459,59.6234,7.5532,0,106.999,60.9007,153.649,0,0,0,106.999,0.360994,0,0,0,0.360994,14.0707,3.26225,14.0707,9.7441,2.3585,-5.6071,3.26225,32.3284,0,0,0,32.3284,0,-13.4631,4.9657,25.863,0,0,0,0,14.0707,96.6539,13.2223,86.5962,26.9981,96.6539,82.9338,-13.898,51.2583,-6.9141,82.9338,51.8249,-11.9842,-3.6826,-3.3236,51.8249,0,0,0,14.0707,96.6539,19.8751,-69.5727,-26.4429,96.6539,68.4345,-13.2705,-75.9321,21.4354,68.4345,80.2166,-5.5647,3.6628,2.8721,80.2166,0,0,0,153.649,111.594,-14.174,-6.2898,10.4104,111.594,68.0191,14.6449,0,-6.9213,68.0191,22.9999,-7.2244,0,-6.322,22.9999,0,0,0,60.9007,111.594,-10.9909,-1.7167,-9.6012,111.594,64.7912,25.6848,0,0.4557,64.7912,33.2998,-9.9986,0,6.9149,33.2998,
36,12.0573,60.6327,7.7746,0,107.269,60.3065,154.756,0,0,0,107.269,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0706,10.5198,2.6981,-6.1127,3.26219,33.1995,0,0,0,33.1995,0,-12.971,6.7872,28.8527,0,0,0,0,14.0706,96.6539,14.6606,85.783,29.2533,96.6539,83.2725,-12.2719,49.874,-6.2487,83.2725,49.9589,-12.5416,-3.7441,-3.0893,49.9589,0,0,0,14.0707,96.6539,23.0584,-75.607,-33.3965,96.6539,78.4808,-10.1977,-71.9165,16.8655,78.4808,73.9918,-5.2013,2.6898,2.1565,73.9918,0,0,0,154.756,111.594,-11.4863,-4.0485,7.3774,111.594,65.0536,15.7713,0,-8.9019,65.0536,24.621,-7.4317,0,-6.0759,24.621,0,0,0,60.3065,111.594,-12.8056,-0.6243,-5.2031,111.594,66.2234,32.1782,0,6.2694,66.2234,40.0611,-10.0013,0,10.2471,40.0611,
37,12.4185,62.6642,7.1728,0,107.181,58.9459,156.392,0,0,0,107.181,0.359909,0,0,0,0.359909,14.0707,3.26213,14.0707,10.0605,2.6969,-5.9658,3.26213,32.7219,0,0,0,32.7219,0,-9.9203,6.6488,28.8548,0,0,0,0,14.0707,96.6539,15.2059,85.3002,31.4138,96.6539,83.6884,-14.426,46.232,-9.0775,83.6884,47.9504,-12.9274,-3.8421,-3.0983,47.9504,0,0,0,14.0707,96.6539,26.927,-79.3255,-35.9655,96.6539,84.7006,-11.9137,-70.8626,17.0773,84.7006,73.6525,-4.9676,2.7274,2.1038,73.6525,0,0,0,156.392,111.594,-13.9311,-0.9861,6.1224,111.594,67.4028,20.5459,0,-10.0591,67.4028,29.4667,-7.1417,0,-6.4204,29.4667,0,0,0,58.9459,111.594,-11.9094,0.1444,-1.2957,111.594,65.1823,35.3173,0,8.5878,65.1823,43.4377,-10.0012,0,11.5927,43.4377,
38,13.0663,64.8204,6.6693,0,107.519,57.9531,158.165,0,0,0,107.519,0.359909,0,0,0,0.359909,14.0707,3.26213,14.0707,8.7509,2.531,-5.1534,3.26213,31.2795,0,0,0,31.2795,0,-6.2747,4.5714,26.8587,0,0,0,0,14.0707,96.6539,15.4595,86.7801,31.7859,96.6539,85.275,-18.8744,43.9266,-12.8202,85.275,48.6306,-12.9415,-3.8979,-3.1691,48.6306,0,0,0,14.0707,96.6539,31.4264,-81.6,-39.5331,96.6539,90.6153,-15.2629,-68.0439,17.1612,90.6153,72.1758,-3.9682,2.9846,2.2987,72.1758,0,0,0,158.165,111.594,-19.2892,-0.541,10.6599,111.594,73.1465,21.013,0,-10.2537,73.1465,29.9633,-7.0426,0,-6.5381,29.9633,0,0,0,57.9531,111.594,-13.0093,-3.7615,-2.7958,111.594,66.317,30.8813,0,7.2349,66.317,38.8987,-10.0004,0,11.0282,38.8987,
39,14.0333,66.448,5.846,0,108.242,57.5878,159.701,0,0,0,108.242,0.359365,0,0,0,0.359365,14.0706,3.26219,14.0707,7.3565,2.2325,-3.979,3.26219,29.7019,0,0,0,29.7019,0,-6.3532,4.7826,23.5444,0,0,0,0,14.0707,96.6539,17.27,85.7244,32.084,96.6539,85.0526,-22.2428,48.324,-16.0984,85.0526,55.4755,-12.839,-3.9042,-3.2121,55.4755,0,0,0,14.0706,96.6539,35.272,-84.059,-43.6406,96.6539,96.9258,-17.0463,-63.6641,16.7203,96.9258,68.4892,-3.4045,3.1351,2.4408,68.4892,0,0,0,159.701,111.594,-22.6457,-1.9807,13.8231,111.594,76.8616,18.2119,0,-6.9482,76.8616,26.4554,-7.196,0,-6.356,26.4554,0,0,0,57.5878,111.594,-18.3624,-7.7099,-4.8908,111.594,71.7511,25.845,0,7.0126,71.7511,33.9201,-9.9704,0,12.7875,33.9201,
40,14.5579,67.3993,4.4537,0,108.824,57.6278,160.503,0,0,0,108.824,0.360994,0,0,0,0.360994,14.0707,3.26219,14.0707,6.5652,1.0872,-3.7433,3.26219,28.8462,0,0,0,28.8462,0,-8.8137,3.7461,20.88,0,0,0,0,14.0707,96.6539,21.8479,80.5339,29.6283,96.6539,80.8312,-26.5212,53.6968,-20.7345,80.8312,64.5511,-11.8,-3.8708,-3.2326,64.5511,0,0,0,14.0707,96.6539,38.968,-83.5312,-44.9045,96.6539,99.0799,-20.1228,-60.2052,16.3023,99.0799,66.0174,-3.2952,3.1666,2.6367,66.0174,0,0,0,160.503,111.594,-24.2178,-0.8893,12.8538,111.594,78.2932,17.0496,0,-1.7973,78.2932,24.6726,-7.1556,0,-6.4039,24.6726,0,0,0,57.6278,111.594,-23.2567,-8.8939,-6.0849,111.594,76.7037,24.4633,0,8.374,76.7037,32.815,-9.9225,0,15.3136,32.815,
41,15.6915,67.2181,3.0631,0,109.79,58.67,160.45,0,0,0,109.79,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,6.319,-0.3748,-3.1798,3.26219,28.4845,0,0,0,28.4845,0,-11.1229,0.3815,15.2404,0,0,0,0,14.0707,96.6539,27.6481,74.472,23.4958,96.6539,73.6553,-32.5274,57.2502,-26.7114,73.6553,73.8399,-9.4959,-3.8182,-3.2522,73.8399,0,0,0,14.0707,96.6539,42.4932,-81.0225,-44.6499,96.6539,98.4819,-23.7345,-57.6137,16.0444,98.4819,64.5182,-3.3629,3.1499,2.896,64.5182,0,0,0,160.45,111.594,-21.4331,1.5629,9.6618,111.594,75.1764,17.7812,0,-1.8987,75.1764,25.4066,-7.0631,0,-6.5138,25.4066,0,0,0,58.67,111.594,-29.6427,-13.0604,-3.4423,111.594,82.9412,23.7477,0,8.9217,82.9412,32.2387,-9.9202,0,15.0768,32.2387,
42,17.187,66.7985,1.9787,0,110.817,59.9864,160.032,0,0,0,110.817,0.360452,0,0,0,0.360452,14.0707,3.26219,14.0707,6.3614,-0.593,-1.6054,3.26219,28.4023,0,0,0,28.4023,0,-12.2544,-0.0235,7.5131,0,0,0,0,14.0707,96.6539,32.4878,70.6073,19.0198,96.6539,68.3091,-35.9171,60.6096,-30.0447,68.3091,80.48,-7.6324,-3.7728,-3.259,80.48,0,0,0,14.0707,96.6539,43.5249,-80.1292,-44.9701,96.6539,98.4191,-25.5284,-55,16.082,98.4191,62.597,-4.527,3.132,3.0102,62.597,0,0,0,160.032,111.594,-16.6485,3.223,5.8712,111.594,70.1013,18.0577,0,-4.9525,70.1013,25.9511,-7.1192,0,-6.4472,25.9511,0,0,0,59.9864,111.594,-35.8393,-14.6354,0.7322,111.594,89.0657,21.7731,0,8.584,89.0657,30.2598,-9.9312,0,14.5686,30.2598,
43,17.5022,67.311,1.5776,0,110.787,60.3016,159.533,0,0,0,110.787,0.360452,0,0,0,0.360452,14.0707,3.26213,14.0707,6.0726,-0.5912,-1.5992,3.26213,28.1136,0,0,0,28.1136,0,-11.8527,-0.6128,6.1588,0,0,0,0,14.0707,96.6539,36.6028,67.3637,19.035,96.6539,65.9496,-34.8665,62.0426,-29.875,65.9496,81.2077,-6.6187,-3.7362,-3.257,81.2077,0,0,0,14.0707,96.6539,42.2567,-79.5066,-45.1276,96.6539,97.3779,-26.4054,-52.6186,14.7773,97.3779,59.8115,-7.6421,3.1249,3.0445,59.8115,0,0,0,159.533,111.594,-17.3036,5.5291,5.7509,111.594,70.7468,16.9131,0,-6.4289,70.7468,25.0851,-7.1441,0,-6.4176,25.0851,0,0,0,60.3016,111.594,-34.0864,-6.3532,0.2615,111.594,87.3427,19.584,0,6.2206,87.3427,27.6532,-9.9283,0,18.6254,27.6532,
44,17.2842,68.0624,1.7323,0,110.269,60.2454,158.889,0,0,0,110.269,0.361536,0,0,0,0.361536,14.0707,3.26219,14.0707,5.556,-1.4818,-3.2132,3.26219,27.6905,0,0,0,27.6905,0,-11.4399,-4.1773,12.6534,0,0,0,0,14.0707,96.6539,42.1348,62.9196,18.3854,96.6539,62.2172,-34.4452,63.0085,-30.8732,62.2172,82.5746,-6.0005,-3.7017,-3.2694,82.5746,0,0,0,14.0707,96.6539,42.3173,-78.2428,-44.4217,96.6539,95.8261,-27.0055,-51.7104,13.8812,95.8261,58.5572,-10.9663,3.1248,3.1432,58.5572,0,0,0,158.889,111.594,-21.3327,6.4571,8.6927,111.594,74.9881,15.3165,0,-7.0592,74.9881,23.6804,-7.0966,0,-6.474,23.6804,0,0,0,60.2454,111.594,-28.332,3.4901,-1.8985,111.594,81.6088,19.6586,0,1.9011,81.6088,27.2822,-9.9437,0,23.8489,27.2822,
45,17.2913,67.7633,1.7148,0,110.203,60.9973,157.742,0,0,0,110.203,0.361536,0,0,0,0.361536,14.0707,3.26225,14.0707,5.2969,-2.4562,-4.3319,3.26225,27.5144,0,0,0,27.5144,0,-12.0161,-7.2211,19.5881,0,0,0,0,14.0707,96.6539,49.135,59.5308,12.1291,96.6539,55.0036,-37.9306,65.9886,-34.591,55.0036,89.2736,-5.7941,-3.661,-3.2898,89.2736,0,0,0,14.0707,96.6539,44.7649,-77.462,-43.6551,96.6539,95.7323,-26.1612,-52.49,13.2166,95.7323,58.6897,-12.4703,3.1265,3.2531,58.6897,0,0,0,157.742,111.594,-20.1031,6.7841,6.7541,111.594,73.6059,14.6739,0,-6.9722,73.6059,23.0404,-7.1013,0,-6.4685,23.0404,0,0,0,60.9973,111.594,-29.4768,2.9641,-1.4183,111.594,82.747,21.3424,0,0.613,82.747,28.9557,-9.9528,0,23.6173,28.9557,
46,17.6483,66.6199,1.5948,0,110.693,62.4768,156.339,0,0,0,110.693,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,5.7839,-1.9373,-3.1424,3.26225,27.8939,0,0,0,27.8939,0,-12.5603,-4.9266,16.4055,0,0,0,0,14.0707,96.6539,52.3863,57.2676,5.7636,96.6539,47.7273,-41.0017,69.1646,-37.7258,47.7273,95.6484,-5.8421,-3.6517,-3.3019,95.6484,0,0,0,14.0707,96.6539,47.4182,-78.9759,-42.544,96.6539,97.4312,-23.6783,-53.3226,10.5026,97.4312,57.3799,-12.6004,3.1275,3.29,57.3799,0,0,0,156.339,111.594,-14.7136,10.2738,0.7665,111.594,67.9639,15.7084,0,-5.26,67.9639,23.6876,-7.1268,0,-6.4382,23.6876,0,0,0,62.4768,111.594,-34.6625,-1.6487,1.5829,111.594,87.9357,20.8542,0,2.4956,87.9357,28.4991,-9.9459,0,22.6357,28.4991,
47,18.2494,65.8009,1.521,0,111.398,63.7351,155.503,0,0,0,111.398,0.360452,0,0,0,0.360452,14.0707,3.26213,14.0707,7.037,-0.1478,-0.0814,3.26213,29.0446,0,0,0,29.0446,0,-12.5706,1.8874,5.1675,0,0,0,0,14.0707,96.6539,51.5467,54.4282,4.2136,96.6539,43.5329,-41.2265,71.2553,-39.6088,43.5329,98.8698,-6.0027,-3.6898,-3.3178,98.8698,0,0,0,14.0707,96.6539,48.9897,-81.7964,-41.0009,96.6539,99.4742,-22.7787,-53.278,9.0681,99.4742,56.3945,-12.77,3.1278,3.387,56.3945,0,0,0,155.503,111.594,-10.7616,13.0871,-3.3791,111.594,64.0518,17.1749,0,-2.5219,64.0518,24.8295,-7.1122,0,-6.4556,24.8295,0,0,0,63.7351,111.594,-37.5981,-0.6662,5.1799,111.594,90.9727,19.2651,0,3.582,90.9727,26.9892,-9.9476,0,24.5192,26.9892,
